0.01	-233.0983488	-1289.471914
0.013894955	9.7041327	-1010.619311
0.019306977	154.3523391	-771.1639639
0.026826958	263.2226215	-562.8750175
0.037275937	316.0305753	-408.2652024
0.051794747	360.2762093	-296.3765227
0.071968567	368.5519524	-214.3930543
0.1	388.3996906	-148.8872607
0.13894955	388.4154618	-102.6322248
0.19306977	388.9733401	-74.06080011
0.26826958	394.3248741	-50.80223962
0.37275937	404.1446793	-36.86308797
0.51794747	403.7955136	-31.29584883
0.71968567	412.5874917	-32.88281942
1	413.5527121	-40.87395637
1.3894955	410.6660351	-55.13439038
1.9306977	402.8447709	-75.21590504
2.6826958	389.1746986	-102.0632872
3.7275937	363.8499827	-129.9421966
5.1794747	325.4229963	-156.4417918
7.1968567	276.3643025	-175.1947492
10	223.1195549	-180.3473489
13.894955	171.7242636	-173.0436965
19.306977	128.3103097	-156.8631208
26.826958	91.11545767	-133.6907761
37.275937	66.71928065	-112.1428579
51.794747	46.02299063	-88.99598998
100	23.81154253	-53.88067415
268.26958	11.77921254	-24.05092584
100000	6.681168976	0.052006317
